Syrie: les forces du régime avancent dans la province d'Alep ,3
Opération russe en Syrie: 670 vols au total  via ,3
Les Américains ne veulent pa perdre la face dans la lutte contre leurs marionnetttes de ihadistes. Les Russes... ,0
eh bien .... ça ne va pas être triste la fin judiciaire de Sarko! -)  De quoi "échanger" avec DSK.,0
DSK et Gomis n'ont pas le même maillot mais ont la même passsion. ,0
"Bouches-du-Rhône : un candidat de l'UMP prêt à se retirer en faveur du FN pour faire perdre le PS." Ce n'est pas DSK camp différent.,2
A lire les "bonnes feuilles" du Bacqué/Chemin sur les DSK je sais que je ne le lirai pas. Et hop une économie.,0
Lagarde vient définitivement d'enterrer la crédibilité du FMI ce qe n'avait pas encore fait DSK malgré son couteau et surtout sa bite ! ^^,0
. dans la navette fluviale nous fait du  qui adorait ce moyen de transport je le rappelle. Pas normal du tout..,0
Affaire DSK : procureur et police ne veulent pas que Diallo ait accès au dossier ,3
"Les métèques et le fric aux Etats-Unis ce n’est pas un problème mais les femmes ce n’est pas pareil..." ,2
Portrait de  ds le Point vrai regard sur le rôle de son père. Au moins aussi intéressant que la saga du couple DSK ms pas de lien !,0
Carlton : la prostituée qui a mis DSK en cause ne s'est pas présentée à la police ,3
JE PENSE QUE HOLLANDE WALLS ET MACRON DOIVENT SUIVRE LA VOLONTE DU PEUPLE FRANCAIS QUI NE LES CROIENT PLUS,0
VIDEO - Yaourt jeté vers Macron Hollande apostrophé : la CGT défie le gouvernement ,3
HOLLANDE WALLS ET MACRON SERAIENT CONTENTS D UN CHANGEMENT QUI RETRECIT LEURS PORTE MONNAIES? AH ILS VONT EN AVOIR PEUR AUSSI,0
EST BIEN PRIS QUI CROYAIT PRENDRE. Bygmalion : Sarkozy enfonce Copé   via ,0
Affaire Bygmalion : Jérôme Lavrilleux accuse Nicolas Sarkozy de "se défausser" et de "ne pas assumer"  ,3
Finalement "Merci pour ce moment" ne sera pas adapté au cinéma ,3
Attentat d'Ankara : Erdogan reconnaît de probables "fautes" du pouvoir (europe1) ,3
L'Expression - Le Quotidien - Erdogan rompt le silence (lexpressiondz) ,3
« La question du  est donc avant tout politique » ,3
Hollande n en triste relent rien à foutre du destin des français des chômeurs et des autres,0
Énormément fière de vous ! Plus qu'un pays   ,1
Info  : Portugal : la sensation Sanches savoure ! - Recruté par le Bayern Munich avant le début de l'Euro ... ,3
J'ai adoré le truc de chansons de  et  c'était à mourir de rire ... c'est à refaire ,1
C'était génial cette promenade! J'ai fait des achats fantastiques! Et le Vieux Port je surkiffe! En plus c'était la fête de la poutine \o/,1
Euro-2016: le Portugal en quarts contre la Pologne la Croatie éliminée (1-0 a.p) ,3
Je regarde la rediffusion des  "J'achète 3-4 paires par semaine" &,2
“ La pollution tue plus de 4000 personnes par jour en Chine selon une étude" et seulement 42000/an en France ,0
François  55.71% des voix aux  2012 Tour 2  -  et Vilaine ,3
Cet  est tellement pauvre en terme de jeu que j'ai vu seulement 1h de jeu aujourd'hui. Endormi sur 2/3 des matchs &,0
Plus le temps passe  on se rencontre que Lénine et Marx avaient raison. La finalité du Capitalisme c'est le Monopole ,2
Mais oui bien sur que sa sens le trucage  ,0
Euro 2016 : Bale et les Gallois battent l'Irlande du Nord et rejoignent les quarts de finale ,3
L'élimination de  dans   est injuste c'est n'importe quoi... il mériter plus que n'importe qui de rester!!! ,2
Julien tu présentais question pour un champion Cest Sur Que tu n'est pas un champion dans dals  ,0
 Je soutiens  et   ,1
   je vais déjà tenter de rattraper Koh Lanta quand je rentrerai pour ADP on verra,3
Je ne savais pas qu'il y avait The X factor (US+UK) et The Voice sur PopCorn... C'est la fin des haricots.,0
 vivement la prochaine saison du  &,1
Je suis tellement déçu pour Olivier Minne &,0
Lafarge et l'Etat Islamique !  via ,3
. "saisir une opportunité.Vs pensez Q les anglais pensent à aujourd'hui? C pas l ' où tu balances après avoir bien gratté,0
La défaite du « califat » signera-t-elle la fin de l’Etat islamique ? ,3
Indocile Abubacar Shekau le chef de Boko Haram dans le viseur de l'Etat islamique  ,3
François Fillon président de l'UMP quelle honte pour la France !: François Fillon ne sera jamais président d... ,3
"La chanson [...] fait référence à l'affaire [DSK] et son agression sexuelle [...]". Zêtes sûrs que c'est lui qui a été agressé  ?,3
(Apparemment des gens ont un doute : ce n'est évidemment pas la FSU qui a collé ça. Probablement la mini clique manif pour tous de la fac),2
Erdogan à Bruxelles presse malmenée - Le contrechamp de 7 à la Une  via ,3
La fin du “califat” signifie-t-elle aussi la fin de l'État islamique ? -  ,3
"la France seule ne peut rien contre la finance mondiale" Moscovici commissaire européen à l'économie Lagarde directrice du FMI (après DSK,3
L'episode de koh lanta ptddddr nan cette emission c un delire,1
En vrai j'ai pas suivi Koh Lanta depuis le débutdonc depuis hier je me suis fait les 8 épisodescelui de Vendredi làc'est un chef d'oeuvre,1
Les jaunes se sont vraiment fait fister lors du dernier conseil de kohlanta j'pp &,0
Polémique  : bizarre comme on peut s'insurger d'un propos qui n'a pas fait réagir il y a qq mois quand il a été prononcé par ,0
Viol : Faire l'amour à une femme ne sachant pas qu'elle en a envie.  ,0
"La qualité de  c'est que c'est un ouvrier qui n'est pas un professionnel de la politique."   ,3
Les avocats de  contestent le fait qu'il ne puisse pas parler aux journalistes devant le tribunal de  ,3
Quand à Cdansl'air on découvre que " l'Etat profond turc soutenu par Erdogan " est sans doute à l'origine de l'attentat d'Ankara !!!!,0
La Presse belge est invitée à ne pas déranger Erdogan  via ,3
Beyoncé est la chanteuse favorite de la première dame des Etats-Unis Michelle Obama. Pas étonnant lorsqu'on sait... ,3
L'ancien pasteur d'Obama affirme qu'  est un "Etat d'apartheid" | i24news - Voir plus loin ,3
Erdogan attribue l'attentat à Daesh et non pas à Al Nusra parce que les premiers sont ses alliés officieux pour les seconds c'est officiel.,2
“Les déclarations de Erdogan après l’attentat de Suruç vont ttes ds le même sens: l'ennemi public n°1 est le PKK” D. Billion  ,3
“On ne peut pas dire qu'Erdogan a commandité cs attentats mais il y a 1 conjonction de faits qui rendent la chose louche” D. Billion ,3
Erdogan ne respecte rien. Quiconque prétend le contraire se voile la face. Et ne vie généralement pas en Turquie. ,0
2007 Sarkozy déclara la compatibilité du FN &d "républicains". 2015 UMP devint Républicains. Pour lui ils sont ts républicains sauf la G. …,3
Une femme a violemment interpellé Macron à Lyon disent les médias moi je vois que la violence des ses gorilles... ,0
“Il y a une stratégie autoritaire d'Erdogan plus qu’une dérive” Didier Billion (  ,3
Brexit : Florian Philippot raconte sans langue de bois l’entretien des cadres du FN avec… ,3
Quatrième match quatrième compo ? (L'ÉQUIPE)   ,3
Brexit : Hollande Trump Rajoy Merket et Le Pen réagissent ,3
Les arabes !!! Jamais tranquilles. "Hidalgo demande à Yamina Benguigui de démissionner du Conseil de Paris  ",0
Félicitations aux nouveaux  encore jamais élus        ,1
La hidalgo après avoir jamais bosséet retraite pleine à 50 ans va construire des crèches et des bus...et vous imposer à mort pour financer ça,0
Jamais vu une information aussi con : Poutou est majoritaire aux présidentielles en excluant tous les autres partis! ,0
Ca c'est dit. " Cécile Duflot ne quittera pas le gouvernement elle passera jamais la porte avec son gros cul !" ,0
HHHHH " Cécile Duflot ne quittera pas le gouvernement elle passera jamais la porte avec son gros cul !",0
La NSA n'espionne pas que Angela Merkel. Il y a aussi Bashar Asad Yulia Tymoshenko ainsi que 119 autres très... ,3
"On ne voit que toi!":le selfie de  avec (entre autres)   ,3
L'affaire  c'est qd même un mépris sans nom pour les habitants de    ,0
 :  le  avec de la fermeté vis-à-vis du chantage de la gauche du  et d' c'est maintenant ou jamais,0
 pour  les telespectateurs de  sont des bouffons &,2
- n'aurait pas chanté "La Complainte De La Butte" bah peut-être que j'aurais jamais connu Rufus. Tout part de The Voice en vrai.,3
Y a déjà un an que j'ai découvert Rufus. Et complètement par hasard en plus. En regardant The Voice. Vous imaginez si Marina D'Amico -,3
avec le meilleur pâtissier j'ai trop envie de faire des bons gâteaux &,1
 On ne lui a jamais appris à manger la bouche fermée à  ? !,0
21 ans déjà j'ai l'impression que x factor c'était la semaines dernière... ,2
La chanson que Liam a chanté à X Factor c'est de qui ?,3
Histoire de The voice alias Frank Sinatra à écouter en 5 émissions sur ,3
Je pleure en regardant le replay de The Voice Kids ça craint...,0
Regarde: Mélina donne le coup d’envoi de The Voice Kids avec « Under » d’Alex Hepburn    via ,3
Ils sont SI mignons. Mais chantent SI mal à The Voice Kids  ,2
Quelle soirée dans chaudron en folie !!  a quand un participation à  ?,1
Vous critiquez les one d. Mais essayer de perdre a xfactor et de reussire comme eux,1
31% des sympathisants LR (Les Républicains) ne dissimulent plus leur attrait pour le ministre de l'Economie. ,3
Sarkozy parle de "reconnaissance" en parlant de N.Morano. Quelle merveille venant d'un adepte de l'ingratitude ne serait-ce qu'avec J.Chirac,0
Sarkozy est-il étonné ou pas du voyage de Rachida Dati au Maroc? ça s'appelle du cynisme désabusé ou caprice du sort .,0
"J.L.Mélenchon: "Recommencez" aux salariés d'Air France..On n'a pas été chercher Sarkozy dans son lit" : ,3
Je pensais visiter  mais je n'ai plus envie. Trop l'impression de soutenir Erdogan en y allant. Pas vous ,0
il y en a qui parlent ( ) et ceux qui agissent/agacent? ( ) .. sans commentaires ,2
 arme des pro russes ukrainiens chose bien plus légitime et logique que des français qui arment des terroristes en  ,0
J'ai plus de photos de Poutine sur mon portable que sa propre famille,3
Le mécène de Sarkozy n’est pas près de revoir ses 500.000 euros  via ,3
"Poutine est inquiet que les munitions parachutés par les Américains ne tombent pas entre les mains des terroristes"  ,0
Pour le deuxième prime de  les coachs reprennent "New-York avec toi" du groupe Téléphone. ,3
Vous me croyais si je vous que je regarde le replay de the voice kids au boulot mdr,3
Si demain à the voice kids personne ne chante let it go je pète un câble x) ,0
Je regarde leurs premieres auditions à xfactor c'est trop choux! ,1
À zara ils ont passé wishing on a star x factor 11' avec les JLS lm et toute la compagnie j'etais choquée,2
Quand Liam a auditionne pour la 1er fois a x factor a 14 ans qu'il a pas baissé les bras et est revenu 2 ans après  ,3
"Liam il a encore 16ans il est a x factor" nn tg Liam a 21ans et l'année prochaine il en aura 22 c d'qui s'appelle la vie,3
La team Yang Yoseob dans The voice Kid korea y'a pas a dire elle déchire.,1
Quand il a retenter sa chance à x-factor ! Heureusement d'ailleurs !  ,1
Actu: Liam Payne : Son évolution look depuis X-Factor UK  ,3
INDISCRET JDD - Juppé Fillon et Raffarin veulent mettre Copé "sous contrôle"  ,3
VIDÉO - "Le vote des Britanniques met gravement l'Europe à l'épreuve" dit Hollande - ,3
" ! Votez pour votre candidat FN  pic.twitter.com/ZiVAwEpZdM" aucun FN au Plessis-Robinson parrain du fils Sarkozy,2
Miskine ça fait 13 ans il attendait de faire koh Lanta il est LA AU lieu de se mettre d'accord il sfait éliminer a la boule noire quel vie,0
Bye bye le gouvernement des couacs. Taubira ta loi on l'abrogera !  JAMAIS ,0
 The Voice 5 : Florent Pagny présent ? Il répond ! - Non Stop People ,3
 : Cara jouerait dans Fast and Furious 8 !,2
J'ai quand même réussis a pleurer devant fast and furious 7 l'hommage fait a paul walker est très touchant T_T.. ,1
Poutine un monsieur qui n'a jamais perdu le pouvoir de vue De Président à premier ministre et enfin de nouveau président Mon gars sur,3
Fast and Furious c'est trop de la bombe quand même &,1
La fin de Fast and Furious 7 ils font hommage à Paul Walker j'ai ete touché comme une petite tapette,1
non vraiment les musiques de fast and furious 7 jmen lasse pas,1
J'ai pleuré comme une merde devant fast and furious,2
Qu'a t on appris de la vente de Pechiney et d'Arcelor ? Rien à voir le futur de Lafarge... "Dieu se rit des hommes qui se plaignent...",0
 découvre les difficultés de l’exploration du gaz de schisme  ,3
C'est quand même très très con Fast And Furious 7. Mais niveau divertissement ça fait le taf. Mais putain c'est con.,2
Je viens de voir fast and furious 7. Dinguerie,2
Je ne comprendrai jamais pourquoi en France on ne peut pas être ecolo et de droite.. L écologie n est pas une exclusivité de bobos de gauche,2
Gaël Givet on dirais il viens de faire koh lanta ,0
Nos politiques belges sont des dictateurs comme Erdogan nous ne sommes pas en démocratie notre pantin de 1er ministre veux tout diriger,0
Il y a des choses à ne pas dire des paroles à ne pas tenir du moins auprès des chefs d'états. Si la France est... ,3
C'était bien de dire j'aime pas Sarkozy pour suivre les gens qui le disent sans même savoir ce que le ps allait faire,0
L'UNI vient de se faire agresser à l'université de Paul Valéry par l'extrême gauche. Les fascistes ne sont pas ceux que mon croit,0
La tête des jaunes quand Benoît a sorti l'anneau ,3
Les écologistes ne seront pas au gouvernement affirme Pascal Canfin - les Echos |  ,3
“ . :"Si il n'y a pas plus d'écologie dans la politique du gvt il n'y aura plus d'écologistes dans ce gvt" ,3
 “Succéder à Bush ou Sarkozy permet de dire qu’il va y avoir un chgt sans se préoccuper de le définir”  ,3
A sa décharge personne n'a jamais cru qu'il serait bon...  ,0
Remaniement : "Il faut tout changer" (Henri Guaino) : ,3
Jean-Claude Gaudin sera élu vendredi |     ,3
“ Cécile Duflot a décliné la place de n°2 du gouvernement assure Pascal Canfin &gt   Sans blague ? Fake ?,2
Le Front National ne voulait pas de Perpignan : « C’était un test. En réalité nous étions de gauche » ,3
 Réplique vive de Hollande comparaison à Berlusconi... La ... - TF1 ,3
Je suis tellement dégouté pour  &,0
"c'est pas un casting pour the voice c'est video gag la je crois" ptddrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr ptn riri,0
    en même temps tu regarde Koh lanta ça m'étonne même pas t'a aimé Brice,2
François Hollande "Aucun communautarisme ne sera toléré" lui qui va au dîner du  qui nomme PM Valls "éternellement lié à israel".,0
L'écologie politique ne doit pas déserter les responsabilités à causes de clichés préconçus sur une personne. Manuel  est de gauche.,2
The Voice :  révèle sa plus grande peur «J’ai frôlé la crise cardiaque» !  ,3
Quand je perds des flammes avec quelqu'un sur snap j'ai l'impression c'est comme à Koh Lanta,2
-mais elle dit que elle a peur car il y a plus de personnes qui regardent The Voice France... Et elle a un peu peur de la scène...,2
mdr y'a une télé a la réception g cru y passai koh lanta jme sui aproché en fait ct des migrant ki snoyait mdrfbwjdbdjj&,0
C'était pas une ancienne chanteuse de The Voice celle de Hyphen Hyphen ?!,3
«Les majors ont toutes refusé d’écouter mes démos. Pas un seul rendez-vous alors que j’ai quand même fait The Voice.»,3
Et après elles se la raconte encore plus faut qu'elles redescendent hein a part  qui chante assez bien pour aller dans the voice,2
Ils ne savaient pas ni pour Cahuzac ni pour rose mafia ni pour Guerini ni pour Aubry ni pour DSK. PS = PAS SAVOIR.  LOL,0
Hollande ne savait pas pour DSK Hollande ne savait pas pour Cahuzac Hollande ne savait pas pour Rose mafia,0
Ce moment délicieux où  délire. C'est pas comme si Sarko ou Gueant n'avaient jamais menti. ,0
Guaino "qui peut penser que Mr Kadhafi ait financé la campagne de Sarkozy". Euh ben moi je peux le penser sans aucun problème. ,0
Réélire l'affairiste sioniste Sarkozy à la tête de l'état c'est être atteint sans aucun doute du syndrome Berlusconi. ,0
[Blogue] PKP au PQ : la «berlusconisation» de l’État» nous y sommes plus près que jamais explique  ,3
Poutine raconte "rien de mieux que choisir son agence de presse!" RT   en politique : Berlusconi n'y voit "aucun mal". ,2
 en politique : Berlusconi n'y voit "aucun mal" ,3
Vs vs souvenez de Olympe de the voice ?,3
Le financement de la campagne de Hollande  ça n intéresse personne ?!  Entre Cahuzac et le gâteux Bergé  y a du boulot pourtant !,0
Les complots ça nous connait et on sait de quoi on parle à l' ! Demandez à  si c'est des cracks ou pas ,0
Ta gueule Julie tu saoules ,0
Les rouges sont super malins quand même. En infériorité numérique ils sont revenus à égalité en deux épisodes. Chapeau. ,1
Est ce que quelqu'un peut gifler la  des  de la part de tous les Belges ?,0
Sans commentaire...,2
"Rallumer le feu" Non mais Julie laisser sur l'île &,0
Aussi belle à l'extérieur qu'à l'intérieur ma  d'amour &,1
J'adore Julie franchement elle est folle... Mais c'est un exemple toujours se battre  ,1
" 12 médailles pour les athlètes français aux    Les médias n'en ont jamais autant parlé.,2
 Turquie : Erdogan se recueille sur les lieux de l’attentat: Le président turc ...  ,3
Elle n'y est pas allée de main morte  il a des grosses marques sur le torse le  &,0
Ce soir on a besoin de vos notes av  . Vous devez envoyer 10 au moment où on danse &,1
J'ai jamais compris ceux qui pensaient réellement qu'Arsenal puisse gagner le titre. Ça date mais il a raison Evra ,0
L'hommage à Paul Walker à la fin de Fast and Furious 7 sera toujours émouvant..,1
La fin de Fast and Furious 7 elle m'a arraché une petite larme. Bravo pour l'hommage à Paul Walker. Magnifique &,1
On a pas que des fanzouzes apparemment &,0
C'est dommage DALS parce que les gens votent pour les préférences et pas les prestations.. du coup des éliminés c'est nimp &,0
Félicitations à cette équipe Nord-irlandaise pour son âme et son coeur de guerrière & & & !  ,1
Selon la Cour des Comptes 34 Millions d'euros pour "frais d'enquête" sous Sarkozy restent sans justification  ,3
Sondage: DSK ferait mieux que Hollande à l'Elysée (une étude non parue citée par France Info) Il n'aurait pas de mal& ,0
  mddrrr vous avez rajouté tellement de public que le pauvre gars qu est au fond il est dos à vous face entrée de service,0
« Rachida Dati est une personne très fausse. » B Laporte,3
Nous n'avons jamais hésité nous.  Evra: "J’ai hésité sur mon avenir en équipe de France",0
L'écologie n'a aucun poids face à l'économie car aujourd'hui on préfère penser au court terme et non au long terme,0
Graphiques: Les Jeux Olympiques les plus ridiculement cher jamais | Mère Jones ,0
 et  a sa solde ont déjà oublié le ministre qui dans le blanc des yeux jurait a la  qu'il ne détenait aucun cpte!,0
«L'Ukraine ne cèdera jamais la Crimée»...Fabius fait son show médiatique....Merkel agit en silence... ,0
France Monde |  en tête d'un sondage qui n'a pas été publié - Le Bien Public  via ,3
DSK est l’homme pour les Français (les médias ne sont pas fatiguées de ns prendre pour des cons ?)  via ,0
Celui qui est détenu par YPG en  n'est pas le frère jumeau du kamikaze d'Ankara.,3
Vladimir Poutine ouvre la session plénière du Forum de Saint-Pétersbourg...  via ,3
Portugal vs Croatie 1-0 - Tous les buts Résumé du match ( Euro 2016) - 25 juin 2016 ,3
.  "A aucun moment ns étions au courant 1 instant d son comportement"   ,3
Le mawachi direct crampons dans les yeux à la 1re minute j'avais jamais vu.  ,2
"Rien n'excuse. Je ne veux pas comme aucun français être mis sur écoute" Henri Guaino ,3
Le Canard ne parlait pas des affaires Gayet ou DSK sous prétexte de vie privée. Mais il publie les conversations privées de N Sarkozy...,0
Le  Bashing ne s'arrête jamais .... "Il faut boycotter les Jeux paralympiques de M. Poutine à Sotchi" ,2
La nièce de Leila Ben Ali libérée : Tunisie : NEWS : Tunisie : Tuniscope ,3
 Guéant et Hortefeux sur écoute... Mais sans  ,2
Jean Jacques Bourdin à l'anniversaire de DSK..Et avec une belle excuse! Et après Mr ne copine pas.. ,0
Sarkozy Guéant Balkany Woerth Devenir avocat sans diplômes:un "cadeau" contesté par le monde judiciaire -  ,0
Une affaire sans précédent : des juges ont mis sur écoute Nicolas Sarkozy alors Président.... ,3
     moi aussi il avait encore des possibilités lui ...vraiment dommage.,0
Je n'imagine pas que  n'ait pas obtenu la garantie que la chasse aux familles  et aux étrangers cessera. ,0
Si le DIABLE est un pays sans hésitations je dirai que c'est les  Il suffit de regarder l'histoire!  ,0
 selon  les frappes françaises à Rakka ciblaient un Français RT si tu n'es pas choqué.:) ,0
Finalement le seul but de la  en  est de faire en sorte que les combattants français d "ISIS ne reviennent jamais.,2
Syrie: la Russie ne tient pas à garder al-Assad au pouvoir ,3
Retour sur une situation de plus en plus confuse en Syrie. ,3
''Me Grégoire Etrillard: Peu de gens vont pleurer'' Et ??? Au - il risque pas de s'évader avant ou après son procès. ,0
L’Occident ne peut+ ss prétexte d’aide aux modérés régime  se taire sur violations d droits humains &ingérence en Syrie+Irak,0
Les  ne souhaitent pas coopérer avec la  sur le sauvetage des  en  — RT en français ,3
Les Etats-Unis ne souhaitent pas coopérer avec la Russie sur le sauvetage des pilotes en Syrie  quel bande de batards,0
La Realpolitik s'invite (enfin) dans le conflit en Syrie-Irak: On ne cessera de le dire la situation en Syrie... ,3
   marseille,3
La semaine pro  dernière de l'amour est dans le pré .Enfin ! Ça dure une éternité cette année ! ,0
Bon bah 1 fois n'est pas coutume (désolée kaka) je me suis bien emmerdée...! &,0
Le  vaut le détour,1
 === Euro 2016 : Le Portugal en quarts au bout de l’ennui ,3
Ils pourraient faire une spéciale nouveau look/vie avec le casting de   ,3
Euh le rire de Capucine j'en peux plus. On dirait la nana qui rigole pour rien pour se faire remarquer.  ,0
J'aimerais bien aller assister à un TPMP &,1
